txn_id,customer_id,product_id,txn_date,amount,category,payment_mode,merchant_type,is_discounted
12011,698,109,2026-03-14 20:30:39,413,Beauty,Debit Card,Offline,1
12012,178,100,2025-12-18 23:29:39,1603,Beauty,Credit Card,Offline,0
12013,475,71,2026-03-18 13:19:23,465,Beauty,UPI,Offline,0
12014,471,13,2025-10-18 04:31:34,657,Wellness,Debit Card,Online,0
12015,146,177,2025-10-29 23:52:38,377,Wellness,UPI,Offline,0
12016,580,109,2026-01-09 06:02:39,413,Beauty,UPI,Offline,0
12017,69,111,2025-07-19 10:24:13,269,Groceries,Credit Card,Offline,1
12018,601,30,2026-01-19 08:13:57,1107,Wellness,UPI,Offline,0
12019,101,127,2025-06-10 00:54:11,528,Groceries,UPI,Offline,1
12020,202,83,2025-12-17 17:05:10,833,Wellness,UPI,Online,0
12021,793,82,2025-12-09 20:44:42,1243,Apparel,UPI,Offline,0
12022,554,2,2026-02-09 08:57:28,1420,Beauty,Debit Card,Online,1
12023,350,151,2025-08-27 03:31:58,1443,Apparel,UPI,Online,1
12024,445,128,2025-09-06 22:56:04,1636,Wellness,Debit Card,Offline,0
12025,352,140,2025-07-05 11:00:28,137,Apparel,Credit Card,Online,0
12026,653,53,2025-08-17 03:07:10,1720,Wellness,UPI,Online,0
12027,987,35,2026-04-20 20:40:37,1709,Groceries,UPI,Offline,1
12028,294,112,2025-12-23 21:52:13,72847,Electronics,Credit Card,Online,1
12029,56,44,2026-02-02 09:57:00,73034,Electronics,UPI,Offline,1
12030,331,0,2026-04-16 13:24:42,748,Groceries,Credit Card,Online,0
12031,100,19,2025-05-06 02:34:17,804,Apparel,Credit Card,Online,0
12032,59,73,2026-01-31 20:46:58,624,Wellness,Debit Card,Online,0
12033,961,154,2026-02-07 14:05:40,1589,Beauty,UPI,Online,1
12034,278,18,2026-02-12 01:59:42,721,Apparel,UPI,Online,1
12035,288,52,2026-02-21 16:00:05,8834,Electronics,UPI,Offline,1
12036,871,25,2025-06-06 20:27:27,995,Beauty,UPI,Online,0
12037,881,105,2026-01-15 03:21:47,1631,Apparel,UPI,Online,0
12038,510,67,2025-06-24 04:17:04,1777,Beauty,UPI,Offline,1
12039,342,132,2026-02-03 05:58:34,655,Wellness,UPI,Offline,1
12040,944,29,2025-11-14 06:34:31,24908,Beauty,Debit Card,Online,0
12041,154,139,2025-06-19 03:13:22,724,Wellness,UPI,Offline,0
12042,447,27,2025-12-03 14:45:33,1756,Wellness,Debit Card,Online,1
12043,448,56,2025-05-27 21:46:01,1583,Groceries,UPI,Offline,1
12044,85,134,2026-02-21 18:44:37,1870,Groceries,Debit Card,Online,0
12045,85,95,2025-08-03 20:19:29,1982,Groceries,UPI,Offline,0
12046,259,191,2025-12-18 10:19:06,34175,Beauty,UPI,Offline,0
12047,371,136,2025-10-19 23:46:23,42347,Electronics,UPI,Offline,0
12048,726,17,2025-07-25 09:12:45,990,Beauty,Debit Card,Online,1
12049,340,61,2025-10-25 09:17:34,1020,Apparel,UPI,Offline,1
12050,680,7,2025-11-09 10:13:57,53037,Electronics,UPI,Online,0
12051,369,123,2026-03-09 03:21:37,419,Groceries,UPI,Online,1
12052,954,7,2025-09-23 12:57:09,53037,Electronics,Debit Card,Offline,1
12053,306,119,2025-10-28 10:50:48,283,Beauty,UPI,Online,1
12054,813,101,2025-09-08 12:24:40,1778,Wellness,Credit Card,Offline,1
12055,1,179,2025-08-21 06:01:10,1907,Apparel,Debit Card,Online,0
12056,718,13,2025-06-16 14:37:18,657,Wellness,Debit Card,Online,0
12057,285,160,2025-11-25 22:44:55,476,Groceries,Debit Card,Offline,0
12058,481,57,2025-09-19 01:32:22,64609,Electronics,UPI,Online,0
12059,54,62,2025-10-26 08:05:38,851,Wellness,Credit Card,Offline,0
12060,977,100,2025-09-17 14:39:50,1603,Beauty,UPI,Online,1
12061,196,195,2025-10-08 01:47:56,212,Apparel,Credit Card,Offline,0
12062,219,0,2025-10-28 02:13:26,748,Groceries,UPI,Offline,1
12063,634,43,2025-06-27 20:12:51,761,Groceries,Debit Card,Offline,1
12064,190,177,2025-06-05 14:11:44,377,Wellness,Debit Card,Online,1
12065,773,157,2026-02-05 11:00:36,572,Wellness,UPI,Online,1
12066,414,109,2025-11-22 23:51:37,413,Beauty,UPI,Online,1
12067,266,126,2025-10-08 04:59:21,40992,Electronics,UPI,Online,0
12068,169,108,2026-01-05 02:14:27,413,Apparel,Debit Card,Offline,1
12069,427,80,2025-07-03 02:09:44,14267,Electronics,Credit Card,Online,1
12070,133,83,2026-02-24 06:09:11,833,Wellness,Credit Card,Online,0
12071,607,78,2026-01-27 17:56:37,1183,Groceries,UPI,Online,1
12072,155,64,2026-03-14 09:42:49,1854,Wellness,UPI,Offline,1
12073,402,145,2026-02-27 19:00:50,51096,Electronics,Credit Card,Online,0
12074,16,24,2025-09-12 18:55:59,995,Beauty,Debit Card,Online,0
12075,632,41,2025-11-14 08:22:30,33631,Beauty,UPI,Offline,1
12076,558,79,2026-02-17 20:00:52,259,Groceries,Debit Card,Online,0
12077,117,9,2025-11-15 00:49:24,418,Beauty,Debit Card,Online,0
12078,38,101,2026-01-08 13:11:39,1778,Wellness,UPI,Online,0
12079,258,28,2025-09-11 04:45:43,24908,Electronics,UPI,Online,0
12080,33,72,2026-01-28 04:37:31,465,Beauty,UPI,Online,1
12081,918,185,2025-07-08 21:35:12,1884,Wellness,UPI,Online,0
12082,595,2,2025-07-06 04:22:02,1420,Beauty,UPI,Offline,0
12083,728,88,2025-08-04 04:02:58,1226,Beauty,Credit Card,Offline,1
12084,156,138,2025-06-10 23:50:41,280,Beauty,UPI,Offline,0
12085,336,159,2025-12-31 14:14:07,48089,Beauty,Debit Card,Offline,1
12086,767,111,2025-08-26 00:27:50,269,Groceries,Debit Card,Offline,1
12087,784,198,2026-03-23 11:36:02,430,Apparel,UPI,Offline,0
12088,135,64,2025-11-19 12:30:42,1854,Wellness,UPI,Online,0
12089,485,44,2025-12-29 08:22:59,73034,Electronics,UPI,Online,0
12090,123,43,2025-09-24 22:23:43,761,Groceries,Credit Card,Offline,0
12091,824,128,2025-04-27 10:46:41,1636,Wellness,UPI,Offline,0
12092,488,117,2026-01-05 05:02:28,1690,Groceries,UPI,Online,0
12093,531,173,2026-03-06 02:01:36,1684,Groceries,Debit Card,Online,0
12094,178,187,2025-12-12 05:36:25,1595,Groceries,Credit Card,Online,0
12095,606,54,2025-07-01 16:07:32,748,Apparel,UPI,Online,1
12096,36,139,2025-06-25 22:15:22,724,Wellness,UPI,Offline,1
12097,914,9,2025-07-25 20:18:33,418,Beauty,Credit Card,Online,0
12098,452,71,2025-07-10 07:15:43,465,Beauty,Credit Card,Online,0
12099,803,10,2025-07-26 14:09:04,1007,Groceries,Credit Card,Offline,1
12100,887,149,2025-04-27 06:56:41,1866,Apparel,Credit Card,Offline,1
12101,258,84,2025-10-03 13:38:41,833,Beauty,Debit Card,Online,0
12102,326,11,2025-07-23 02:46:57,158,Apparel,UPI,Offline,1
12103,583,148,2025-07-25 17:47:53,1436,Apparel,UPI,Offline,1
12104,917,156,2025-09-18 15:29:03,153,Apparel,UPI,Online,0
12105,485,44,2025-10-10 00:10:16,73034,Electronics,Debit Card,Online,1
12106,902,124,2025-07-24 23:31:49,32856,Electronics,Debit Card,Offline,1
12107,676,85,2025-10-01 05:46:25,922,Wellness,UPI,Online,1
12108,377,139,2025-09-22 10:45:25,724,Wellness,UPI,Offline,1
12109,689,5,2025-07-01 00:10:53,28600,Electronics,UPI,Offline,1
12110,179,173,2025-05-22 08:12:44,1684,Groceries,UPI,Online,0
12111,706,91,2025-11-09 22:58:43,868,Beauty,UPI,Offline,0
12112,330,34,2025-10-29 18:47:51,65694,Electronics,UPI,Online,0
12113,178,96,2025-10-09 14:15:10,1982,Beauty,UPI,Offline,0
12114,487,113,2025-12-21 09:15:30,72847,Beauty,UPI,Offline,0
12115,153,12,2026-01-25 13:58:32,1869,Groceries,UPI,Offline,0
12116,311,197,2026-01-02 15:52:15,7426,Electronics,Credit Card,Offline,1
12117,700,165,2025-05-20 11:38:43,24209,Beauty,Debit Card,Online,0
12118,498,172,2025-05-23 05:10:02,25884,Electronics,Credit Card,Offline,0
12119,589,136,2025-04-26 14:18:26,42347,Electronics,UPI,Offline,1
12120,46,4,2026-02-17 02:28:32,1455,Apparel,Debit Card,Offline,0
12121,101,86,2025-08-05 16:40:19,1328,Wellness,Credit Card,Online,1
12122,530,52,2025-10-08 17:08:27,8834,Electronics,Debit Card,Offline,0
12123,623,177,2025-07-29 04:59:18,377,Wellness,UPI,Offline,1
12124,182,139,2026-01-15 16:34:38,724,Wellness,UPI,Offline,1
12125,800,168,2025-08-31 15:53:47,1316,Wellness,UPI,Offline,1
12126,849,129,2025-12-23 07:03:49,1594,Wellness,Credit Card,Offline,1
12127,760,66,2025-05-11 18:06:57,1777,Wellness,UPI,Offline,0
12128,286,151,2025-10-17 14:31:57,1443,Apparel,Debit Card,Online,1
12129,639,47,2025-06-19 17:32:53,130,Groceries,UPI,Online,0
12130,922,7,2025-08-13 21:48:44,53037,Electronics,Credit Card,Offline,1
12131,824,185,2025-08-28 16:53:00,1884,Wellness,UPI,Offline,1
12132,19,168,2025-05-19 20:11:36,1316,Wellness,UPI,Offline,1
12133,274,43,2025-05-26 23:10:47,761,Groceries,UPI,Online,1
12134,187,97,2025-06-10 08:25:08,1921,Groceries,Debit Card,Online,0
12135,278,120,2025-05-10 14:56:28,1316,Groceries,Credit Card,Online,1
12136,950,142,2025-07-22 07:01:57,664,Wellness,Credit Card,Online,0
12137,422,83,2025-07-29 16:32:12,833,Wellness,UPI,Offline,0
12138,719,120,2026-01-03 18:34:05,1316,Groceries,UPI,Offline,1
12139,697,58,2025-05-04 16:38:34,1527,Wellness,Debit Card,Online,1
12140,634,7,2025-10-24 13:33:48,53037,Electronics,UPI,Online,1
12141,451,32,2025-08-13 16:53:37,37977,Electronics,UPI,Online,0
12142,953,90,2025-08-29 03:49:33,868,Apparel,UPI,Offline,0
12143,51,137,2026-03-09 11:02:15,280,Wellness,UPI,Offline,0
12144,292,140,2025-09-14 09:20:17,137,Apparel,UPI,Offline,0
12145,428,125,2026-02-21 00:16:56,128,Groceries,UPI,Offline,0
12146,299,195,2025-10-01 20:42:25,212,Apparel,Credit Card,Online,0
12147,880,14,2025-05-05 14:42:26,462,Wellness,UPI,Online,0
12148,442,65,2025-07-20 14:46:04,756,Apparel,Credit Card,Online,1
12149,346,73,2026-03-20 06:29:02,624,Wellness,UPI,Offline,1
12150,243,103,2025-05-02 13:18:29,44829,Electronics,UPI,Online,0
12151,595,117,2026-04-10 12:31:33,1690,Groceries,Debit Card,Offline,1
12152,239,14,2025-08-06 04:26:31,462,Wellness,UPI,Offline,1
12153,659,172,2025-09-19 08:48:17,25884,Electronics,UPI,Online,0
12154,740,106,2025-05-21 06:42:10,1631,Beauty,Debit Card,Offline,0
12155,956,68,2026-02-03 21:23:39,939,Groceries,Credit Card,Offline,0
12156,426,46,2026-01-02 19:43:10,331,Apparel,Debit Card,Offline,1
12157,656,118,2025-11-17 10:06:36,283,Wellness,UPI,Offline,0
12158,586,136,2026-03-19 16:30:29,42347,Electronics,UPI,Online,1
12159,869,12,2025-10-30 04:53:52,1869,Groceries,Credit Card,Offline,0
12160,555,33,2026-03-02 13:24:32,37977,Beauty,UPI,Online,0
12161,803,29,2025-07-17 21:21:08,24908,Beauty,UPI,Online,0
12162,506,51,2025-08-11 11:58:28,860,Beauty,UPI,Online,1
12163,598,51,2025-09-13 09:26:34,860,Beauty,Credit Card,Offline,1
12164,132,1,2025-09-09 07:09:14,1420,Wellness,Credit Card,Online,0
12165,490,54,2025-10-05 12:15:35,748,Apparel,UPI,Online,0
12166,869,83,2026-03-23 12:37:02,833,Wellness,Debit Card,Offline,0
12167,63,50,2025-07-30 21:47:21,860,Apparel,Debit Card,Offline,0
12168,672,187,2025-10-24 01:20:50,1595,Groceries,Debit Card,Offline,0
12169,495,123,2025-04-27 21:59:45,419,Groceries,Credit Card,Offline,1
12170,224,188,2026-01-17 03:10:48,340,Apparel,UPI,Online,0
12171,975,55,2025-06-18 17:53:16,748,Beauty,UPI,Online,1
12172,957,88,2025-12-17 14:55:03,1226,Beauty,UPI,Offline,0
12173,39,141,2025-05-10 12:02:35,1380,Groceries,UPI,Offline,0
12174,436,45,2025-11-03 23:25:23,506,Groceries,UPI,Online,0
12175,40,172,2025-05-09 17:21:49,25884,Electronics,Credit Card,Online,0
12176,922,194,2025-10-29 22:32:18,669,Wellness,Credit Card,Online,1
12177,33,85,2025-08-05 08:01:39,922,Wellness,UPI,Online,1
12178,886,61,2025-08-20 05:19:19,1020,Apparel,Debit Card,Offline,1
12179,239,167,2025-06-01 14:07:10,24209,Beauty,UPI,Online,0
12180,196,4,2025-06-25 14:50:35,1455,Apparel,Credit Card,Online,1
12181,429,52,2025-05-23 17:49:10,8834,Electronics,Debit Card,Offline,0
12182,112,108,2026-03-31 11:05:25,413,Apparel,Debit Card,Online,0
12183,230,129,2026-04-07 05:33:20,1594,Wellness,Debit Card,Online,0
12184,2,40,2025-06-11 18:13:06,33631,Electronics,Credit Card,Offline,0
12185,363,33,2026-04-08 22:24:53,37977,Beauty,Debit Card,Online,1
12186,117,171,2026-02-24 00:00:39,74098,Electronics,UPI,Online,0
12187,208,80,2025-11-01 12:31:31,14267,Electronics,Debit Card,Offline,1
12188,193,89,2025-11-20 00:12:03,1346,Groceries,UPI,Online,1
12189,264,199,2026-03-21 22:31:02,1272,Wellness,UPI,Offline,0
12190,651,22,2025-05-17 20:41:05,865,Wellness,Credit Card,Offline,1
12191,659,118,2026-03-25 22:22:59,283,Wellness,UPI,Offline,1
12192,813,126,2026-01-31 16:41:31,40992,Electronics,Debit Card,Offline,1
12193,932,183,2025-05-11 21:13:07,1353,Wellness,UPI,Online,1
12194,287,127,2025-05-28 05:20:35,528,Groceries,UPI,Offline,0
12195,48,38,2025-06-17 10:07:25,72197,Electronics,Credit Card,Offline,1
12196,431,57,2025-12-16 07:06:46,64609,Electronics,UPI,Offline,1
12197,291,125,2026-03-19 11:47:35,128,Groceries,UPI,Offline,1
12198,60,95,2026-03-30 05:00:29,1982,Groceries,Debit Card,Online,0
12199,195,138,2025-11-05 23:49:17,280,Beauty,Credit Card,Online,0
12200,1,92,2026-01-27 10:25:52,38287,Electronics,Credit Card,Offline,1
12201,954,112,2026-01-22 00:07:56,72847,Electronics,UPI,Offline,1
12202,148,34,2026-04-02 11:46:05,65694,Electronics,UPI,Offline,0
12203,739,122,2026-03-18 12:39:57,816,Beauty,UPI,Online,0
12204,545,131,2026-01-17 21:46:21,38226,Electronics,Credit Card,Offline,1
12205,199,109,2025-10-29 22:44:27,413,Beauty,UPI,Online,1
12206,564,55,2025-11-20 12:30:23,748,Beauty,Credit Card,Offline,0
12207,762,131,2026-03-14 17:27:12,38226,Electronics,UPI,Online,0
12208,615,44,2025-11-16 03:40:48,73034,Electronics,UPI,Offline,1
12209,471,6,2025-10-07 23:11:01,9361,Electronics,Debit Card,Online,0
12210,674,199,2025-05-24 16:24:54,1272,Wellness,UPI,Offline,0
12211,370,87,2026-04-02 16:03:42,1226,Groceries,UPI,Offline,0
12212,219,195,2026-02-10 12:42:59,212,Apparel,UPI,Offline,0
12213,654,84,2025-09-23 23:43:52,833,Beauty,UPI,Online,0
12214,112,156,2025-07-26 04:13:28,153,Apparel,UPI,Online,0
12215,651,53,2026-03-13 10:13:21,1720,Wellness,UPI,Offline,1
12216,722,144,2025-07-05 22:12:13,1937,Groceries,Credit Card,Offline,1
12217,472,174,2025-12-06 19:25:28,1684,Beauty,UPI,Offline,1
12218,214,76,2025-09-28 20:42:23,62349,Electronics,UPI,Offline,1
12219,673,74,2025-05-12 03:15:52,1570,Wellness,Credit Card,Offline,1
12220,969,38,2026-02-14 08:40:12,72197,Electronics,UPI,Offline,1
12221,623,152,2025-11-05 18:58:03,1191,Wellness,Debit Card,Online,1
12222,721,192,2025-06-07 08:20:17,34175,Beauty,UPI,Online,0
12223,14,9,2025-05-04 01:50:37,418,Beauty,Debit Card,Online,1
12224,959,133,2025-09-19 00:21:29,9729,Electronics,Debit Card,Offline,1
12225,923,137,2025-10-31 07:22:12,280,Wellness,UPI,Online,0
12226,426,154,2025-08-06 07:41:45,1589,Beauty,Debit Card,Online,0
12227,938,47,2026-02-25 13:19:03,130,Groceries,UPI,Online,1
12228,894,0,2026-01-11 01:53:22,748,Groceries,UPI,Offline,0
12229,358,20,2025-07-25 16:04:23,65478,Electronics,UPI,Online,1
12230,489,76,2025-09-27 18:22:31,62349,Electronics,UPI,Online,0
12231,428,145,2025-07-20 13:55:06,51096,Electronics,UPI,Online,1
12232,126,117,2025-10-25 20:14:17,1690,Groceries,Credit Card,Online,0
12233,961,39,2026-02-04 05:36:39,1773,Groceries,UPI,Offline,0
12234,252,110,2026-03-16 05:37:46,1710,Groceries,Debit Card,Offline,0
12235,795,98,2026-03-03 17:44:42,288,Groceries,UPI,Offline,0
12236,456,60,2025-07-02 21:12:38,1213,Beauty,UPI,Offline,0
12237,510,155,2025-10-31 08:01:56,411,Groceries,UPI,Offline,0
12238,425,91,2025-10-25 07:49:41,868,Beauty,UPI,Offline,1
12239,359,169,2025-06-05 00:53:53,1316,Beauty,Debit Card,Offline,0
12240,669,177,2026-03-24 10:53:16,377,Wellness,Debit Card,Online,1
12241,524,128,2026-03-06 13:41:27,1636,Wellness,UPI,Online,0
12242,437,114,2025-07-03 12:47:23,1660,Apparel,Debit Card,Online,1
12243,495,171,2026-03-28 05:02:22,74098,Electronics,UPI,Offline,0
12244,670,125,2026-03-06 23:02:30,128,Groceries,Credit Card,Offline,1
12245,713,6,2026-01-05 08:32:50,9361,Electronics,Credit Card,Offline,0
12246,676,110,2026-02-27 04:36:50,1710,Groceries,Debit Card,Offline,1
12247,982,106,2025-09-19 06:40:01,1631,Beauty,UPI,Offline,0
12248,902,36,2026-02-25 23:28:19,1709,Beauty,UPI,Online,1
12249,296,177,2026-03-09 10:51:20,377,Wellness,Debit Card,Offline,0
12250,376,159,2025-06-17 01:34:14,48089,Beauty,UPI,Offline,1
12251,760,85,2025-08-20 06:12:27,922,Wellness,UPI,Online,0
12252,798,10,2025-04-26 08:41:07,1007,Groceries,Credit Card,Online,0
12253,915,136,2026-04-10 22:15:20,42347,Electronics,Debit Card,Online,0
12254,906,60,2026-04-11 06:23:44,1213,Beauty,Debit Card,Online,1
12255,177,174,2025-06-04 08:54:11,1684,Beauty,UPI,Offline,0
12256,112,166,2026-04-03 16:51:20,24209,Beauty,UPI,Offline,0
12257,641,110,2026-04-05 12:06:06,1710,Groceries,UPI,Offline,0
12258,686,58,2025-06-04 15:59:07,1527,Wellness,UPI,Online,0
12259,631,8,2026-03-06 07:04:43,418,Wellness,Debit Card,Online,0
12260,713,193,2025-11-21 11:27:32,1329,Wellness,Debit Card,Online,1
12261,949,195,2025-06-13 00:01:45,212,Apparel,UPI,Offline,0
12262,39,18,2025-09-09 03:53:31,721,Apparel,UPI,Offline,0
12263,310,23,2025-10-03 09:24:41,995,Wellness,UPI,Offline,1
12264,680,51,2025-06-12 18:48:44,860,Beauty,UPI,Offline,0
12265,331,170,2025-09-07 12:48:26,1162,Apparel,Debit Card,Online,0
12266,609,160,2025-12-04 15:38:23,476,Groceries,UPI,Offline,1
12267,397,148,2025-07-19 08:57:07,1436,Apparel,Credit Card,Online,0
12268,500,8,2025-11-08 00:27:05,418,Wellness,UPI,Offline,0
12269,541,112,2025-12-28 08:42:49,72847,Electronics,Debit Card,Offline,1
12270,107,8,2025-05-29 23:51:59,418,Wellness,UPI,Offline,0
12271,967,49,2025-05-24 18:28:13,6504,Electronics,UPI,Offline,1
12272,888,17,2025-04-26 19:25:31,990,Beauty,UPI,Online,0
12273,830,102,2026-03-07 19:40:47,176,Groceries,Debit Card,Offline,0
12274,132,62,2025-07-27 09:36:37,851,Wellness,UPI,Online,1
12275,922,1,2026-01-16 23:45:16,1420,Wellness,UPI,Offline,1
12276,496,29,2025-12-28 11:21:26,24908,Beauty,Credit Card,Offline,1
12277,609,4,2026-04-10 13:50:51,1455,Apparel,Credit Card,Offline,0
12278,412,129,2025-09-08 19:15:46,1594,Wellness,UPI,Offline,1
12279,310,41,2026-03-21 13:22:23,33631,Beauty,UPI,Offline,1
12280,743,116,2026-01-09 11:24:11,1249,Apparel,Credit Card,Online,1
12281,907,156,2025-12-31 11:30:54,153,Apparel,Debit Card,Online,0
12282,768,51,2025-12-24 10:25:30,860,Beauty,UPI,Offline,0
12283,390,91,2026-01-24 17:38:58,868,Beauty,UPI,Offline,1
12284,526,77,2026-01-26 03:28:16,62349,Beauty,UPI,Online,1
12285,691,120,2025-09-21 19:43:31,1316,Groceries,UPI,Online,0
12286,991,19,2026-01-23 21:57:02,804,Apparel,Credit Card,Offline,0
12287,560,10,2025-05-19 21:31:30,1007,Groceries,UPI,Offline,0
12288,185,172,2025-07-05 17:29:19,25884,Electronics,UPI,Offline,0
12289,403,162,2025-09-06 21:42:41,435,Beauty,Debit Card,Offline,1
12290,728,191,2025-06-15 01:15:58,34175,Beauty,Credit Card,Offline,0
12291,479,113,2025-04-26 22:20:30,72847,Beauty,UPI,Online,1
12292,461,132,2025-05-15 04:56:05,655,Wellness,Debit Card,Offline,0
12293,289,79,2026-02-05 11:35:55,259,Groceries,UPI,Offline,0
12294,221,143,2025-04-24 16:15:46,664,Beauty,UPI,Offline,0
12295,272,52,2026-02-15 04:48:10,8834,Electronics,UPI,Offline,0
12296,217,194,2025-12-06 02:24:42,669,Wellness,UPI,Offline,0
12297,783,28,2025-10-01 07:26:18,24908,Electronics,Credit Card,Online,1
12298,517,144,2026-02-26 19:28:47,1937,Groceries,UPI,Offline,1
12299,827,54,2025-10-25 00:48:40,748,Apparel,UPI,Offline,0
12300,45,192,2026-04-20 04:37:59,34175,Beauty,UPI,Online,0
12301,217,92,2025-06-06 23:55:48,38287,Electronics,Credit Card,Offline,1
12302,962,25,2025-12-05 17:26:03,995,Beauty,Credit Card,Offline,1
12303,717,54,2026-03-22 23:44:51,748,Apparel,UPI,Offline,0
12304,230,47,2026-03-29 05:06:22,130,Groceries,UPI,Online,1
12305,834,38,2026-02-19 16:42:52,72197,Electronics,UPI,Offline,1
12306,696,35,2025-05-01 16:58:05,1709,Groceries,UPI,Offline,1
12307,980,100,2025-07-15 00:44:13,1603,Beauty,Debit Card,Online,1
12308,441,75,2026-02-03 22:25:55,1442,Apparel,Credit Card,Offline,0
12309,65,171,2026-03-10 11:54:59,74098,Electronics,UPI,Online,1
12310,15,192,2025-08-23 20:16:09,34175,Beauty,Credit Card,Online,0
12311,116,4,2025-12-20 17:11:38,1455,Apparel,UPI,Online,1
12312,156,138,2025-05-18 17:34:56,280,Beauty,UPI,Online,0
12313,176,5,2026-03-14 09:34:37,28600,Electronics,Debit Card,Online,1
12314,108,25,2026-04-20 11:10:20,995,Beauty,Debit Card,Online,1
12315,595,68,2025-10-13 18:53:58,939,Groceries,Credit Card,Online,0
12316,859,185,2025-11-02 19:25:01,1884,Wellness,Credit Card,Online,0
12317,326,5,2025-12-29 04:52:40,28600,Electronics,UPI,Offline,0
12318,479,13,2026-02-09 03:11:49,657,Wellness,Credit Card,Offline,1
12319,722,105,2025-11-20 04:16:25,1631,Apparel,Debit Card,Offline,0
12320,697,18,2025-10-15 15:57:47,721,Apparel,Debit Card,Offline,0
12321,212,23,2026-01-02 04:21:03,995,Wellness,UPI,Offline,1
12322,285,139,2025-09-06 06:57:44,724,Wellness,UPI,Online,0
12323,466,188,2025-08-20 16:01:50,340,Apparel,Debit Card,Online,0
12324,96,87,2025-10-24 06:16:03,1226,Groceries,Credit Card,Online,1
12325,446,66,2025-09-11 18:53:36,1777,Wellness,UPI,Offline,1
12326,514,131,2025-06-01 00:32:37,38226,Electronics,UPI,Offline,1
12327,950,33,2025-12-29 19:34:27,37977,Beauty,UPI,Online,0
12328,421,41,2025-11-22 10:08:41,33631,Beauty,UPI,Online,0
12329,375,95,2025-06-02 17:01:24,1982,Groceries,UPI,Offline,0
12330,68,50,2026-02-23 15:27:33,860,Apparel,Debit Card,Online,1
12331,50,18,2025-12-09 01:51:50,721,Apparel,UPI,Online,0
12332,585,11,2025-08-15 08:34:07,158,Apparel,UPI,Offline,1
12333,141,172,2025-11-13 06:22:02,25884,Electronics,Credit Card,Offline,0
12334,355,164,2026-01-01 00:02:51,24209,Electronics,Credit Card,Online,0
12335,490,36,2025-07-28 08:02:43,1709,Beauty,Credit Card,Offline,0
12336,350,17,2025-06-30 10:01:53,990,Beauty,UPI,Offline,0
12337,801,139,2026-03-05 21:15:20,724,Wellness,UPI,Offline,1
12338,992,192,2025-11-06 18:40:51,34175,Beauty,UPI,Online,1
12339,139,22,2026-04-04 15:53:13,865,Wellness,Debit Card,Offline,0
12340,953,30,2025-09-09 10:22:40,1107,Wellness,UPI,Offline,1
12341,562,170,2026-01-18 15:57:36,1162,Apparel,UPI,Online,1
12342,809,10,2025-08-07 21:35:16,1007,Groceries,UPI,Offline,1
12343,547,98,2026-01-05 22:37:09,288,Groceries,Credit Card,Online,0
12344,850,102,2025-11-29 16:58:43,176,Groceries,UPI,Online,1
12345,236,60,2026-02-24 01:55:17,1213,Beauty,Debit Card,Online,0
12346,319,71,2025-12-11 22:16:28,465,Beauty,Credit Card,Offline,0
12347,481,122,2025-10-31 21:37:29,816,Beauty,UPI,Offline,0
12348,651,34,2025-12-09 01:47:19,65694,Electronics,UPI,Online,1
12349,37,68,2026-04-05 19:01:32,939,Groceries,Credit Card,Offline,1
12350,162,123,2025-10-13 11:59:19,419,Groceries,UPI,Online,1
12351,884,55,2025-06-11 09:59:04,748,Beauty,UPI,Online,1
12352,837,53,2026-01-13 01:29:07,1720,Wellness,UPI,Online,1
12353,920,9,2025-07-19 20:09:59,418,Beauty,UPI,Online,0
12354,698,14,2025-04-28 22:56:58,462,Wellness,Debit Card,Online,1
12355,218,164,2025-08-20 23:10:42,24209,Electronics,Credit Card,Offline,0
12356,26,25,2025-07-10 01:38:56,995,Beauty,Debit Card,Online,0
12357,962,188,2025-07-08 00:15:03,340,Apparel,Credit Card,Offline,0
12358,733,91,2025-04-26 08:49:21,868,Beauty,UPI,Offline,0
12359,30,47,2025-10-28 08:19:24,130,Groceries,UPI,Online,1
12360,111,12,2025-05-03 20:33:26,1869,Groceries,UPI,Offline,1
12361,770,121,2025-05-28 10:12:12,816,Apparel,Debit Card,Online,0
12362,598,87,2025-09-21 07:38:10,1226,Groceries,UPI,Online,0
12363,419,102,2026-02-02 11:32:19,176,Groceries,UPI,Offline,1
12364,685,141,2025-10-02 23:53:38,1380,Groceries,Debit Card,Online,1
12365,806,41,2025-08-09 03:44:05,33631,Beauty,UPI,Online,1
12366,692,148,2025-06-09 12:36:38,1436,Apparel,Debit Card,Offline,1
12367,848,107,2026-03-28 07:49:12,1205,Groceries,Credit Card,Offline,1
12368,406,94,2025-11-25 13:24:16,1852,Apparel,UPI,Online,0
12369,739,9,2025-05-17 10:02:30,418,Beauty,UPI,Offline,0
12370,71,151,2025-06-11 06:37:06,1443,Apparel,Debit Card,Online,1
12371,831,94,2025-10-24 02:46:48,1852,Apparel,UPI,Online,1
12372,573,56,2026-01-28 02:33:08,1583,Groceries,Debit Card,Offline,1
12373,19,178,2026-01-28 09:32:21,377,Beauty,UPI,Offline,0
12374,85,151,2025-08-17 21:32:00,1443,Apparel,UPI,Online,0
12375,180,75,2026-04-13 21:35:07,1442,Apparel,UPI,Offline,0
12376,893,164,2025-11-11 17:33:42,24209,Electronics,UPI,Offline,0
12377,304,180,2025-06-10 08:16:51,1516,Groceries,Debit Card,Online,0
